	2.332000	-0.297383	-0.300858
	2.440000	-0.297867	-0.298600
	2.552000	-0.297817	-0.299145
	2.663000	-0.297229	-0.298314
	2.774000	-0.298057	-0.298422
	2.885000	-0.297045	-0.297762
	2.995000	-0.297065	-0.298278
	3.105000	-0.298044	-0.298698
	3.216000	-0.297229	-0.298274
	3.320000	-0.296644	-0.297581
	3.424000	-0.297577	-0.298225
	3.530000	-0.297443	-0.298689
	3.641000	-0.296351	-0.297321
	3.750000	-0.295766	-0.297196
	3.860000	-0.297617	-0.298547
	3.968000	-0.297150	-0.297995
	4.074000	-0.296769	-0.298215
	4.185000	-0.296535	-0.297863
	4.293000	-0.297518	-0.298679
	4.399000	-0.296749	-0.297863
	4.509000	-0.296825	-0.298472
	4.617000	-0.296966	-0.297689
	4.728000	-0.297502	-0.297985
	4.839000	-0.296950	-0.298146
	4.947000	-0.296358	-0.297285
	5.057000	-0.295904	-0.296923
	5.168000	-0.296000	-0.297173
	5.280000	-0.296131	-0.297058
	5.386000	-0.297587	-0.299228
	5.491000	-0.297380	-0.297893
	5.597000	-0.296480	-0.297972
	5.709000	-0.297643	-0.298695
	5.819000	-0.297216	-0.298458
	5.928000	-0.296486	-0.297686
	6.039000	-0.296499	-0.297683
	6.149000	-0.297620	-0.298928
	6.259000	-0.296595	-0.297305
	6.365000	-0.300082	-0.300960
	6.474000	-0.299418	-0.300759
	6.586000	-0.297610	-0.298731
	6.697000	-0.296650	-0.297416
	6.809000	-0.296821	-0.298077
	6.920000	-0.296059	-0.297508
	7.031000	-0.296867	-0.297890
	7.143000	-0.296338	-0.297630
	7.254000	-0.298143	-0.298859
	7.363000	-0.296992	-0.298432
	7.472000	-0.296253	-0.297538
	7.583000	-0.297377	-0.297696
	7.688000	-0.297660	-0.298823
	7.798000	-0.296992	-0.297712
	7.907000	-0.295845	-0.297245
	8.019000	-0.298248	-0.299241
	8.131000	-0.297722	-0.298485
	8.242000	-0.296844	-0.297860
	8.352000	-0.295829	-0.296930
	8.461000	-0.298251	-0.299320
	8.566000	-0.296739	-0.297107
	8.675000	-0.297272	-0.298896
	8.784000	-0.296503	-0.297965
	8.895000	-0.296861	-0.297890
	9.004000	-0.297170	-0.298452
	9.114000	-0.297295	-0.298232
	9.226000	-0.297051	-0.297952
	9.338000	-0.295753	-0.296808
	9.449000	-0.296618	-0.297873
	9.555000	-0.296361	-0.298337
	9.665000	-0.296920	-0.298156
	9.770000	-0.296003	-0.297213
	9.882000	-0.297278	-0.298301
	9.993000	-0.296243	-0.297472
	10.100000	-0.296979	-0.297791
	10.210000	-0.298278	-0.298807
	10.321000	-0.296739	-0.297732
	10.427000	-0.296532	-0.297515
	10.538000	-0.296627	-0.297574
	10.648000	-0.296410	-0.297308
	10.760000	-0.296473	-0.297255
	10.868000	-0.297666	-0.299267
	10.979000	-0.295996	-0.296887
	11.089000	-0.297548	-0.298498
	11.193000	-0.296470	-0.297213
	11.300000	-0.296115	-0.297370
	11.410000	-0.297134	-0.298481
	11.522000	-0.296683	-0.297525
	11.631000	-0.297104	-0.297745
	11.739000	-0.296950	-0.298340
	11.843000	-0.297541	-0.298583
	11.946000	-0.296966	-0.297692
	12.053000	-0.296920	-0.297295
	12.164000	-0.296673	-0.297683
	12.275000	-0.296177	-0.297160
	12.386000	-0.296716	-0.297594
	12.496000	-0.296526	-0.297420
	12.606000	-0.296992	-0.298001
	12.717000	-0.297354	-0.297913
	12.829000	-0.296973	-0.298087
	12.938000	-0.295825	-0.297347
	13.040000	-0.297443	-0.298146
	13.145000	-0.297811	-0.298942
	13.256000	-0.297051	-0.297886
	13.364000	-0.296236	-0.297942
	13.473000	-0.297055	-0.298330
	13.583000	-0.297206	-0.297121
	13.695000	-0.296526	-0.297278
	13.806000	-0.296476	-0.297137
	13.912000	-0.295967	-0.297150
	14.022000	-0.296844	-0.298186
	14.131000	-0.297216	-0.298057
	14.236000	-0.296312	-0.296595
	14.341000	-0.296759	-0.297988
	14.452000	-0.295270	-0.297065
	14.562000	-0.296927	-0.297762
	14.671000	-0.295484	-0.296171
	14.778000	-0.296263	-0.297206
	14.890000	-0.296036	-0.296864
	15.002000	-0.297492	-0.298064
	15.112000	-0.296864	-0.297170
	15.222000	-0.294744	-0.296003
	15.325000	-0.295845	-0.297301
	15.431000	-0.296302	-0.296595
	15.536000	-0.295434	-0.296578
	15.647000	-0.296910	-0.298140
	15.755000	-0.296509	-0.297623
	15.866000	-0.296647	-0.297965
	15.973000	-0.297318	-0.298376
	16.084000	-0.296246	-0.297610
	16.193000	-0.296125	-0.297150
	16.299000	-0.296552	-0.297663
	16.407000	-0.296851	-0.297679
	16.518000	-0.295786	-0.296973
	16.630000	-0.296779	-0.297811
	16.743000	-0.296197	-0.296558
	16.854000	-0.297153	-0.297860
	16.964000	-0.296821	-0.297847
	17.074000	-0.295631	-0.296581
	17.185000	-0.295635	-0.296282
	17.294000	-0.297186	-0.298103
	17.403000	-0.296246	-0.297173
	17.511000	-0.296036	-0.297101
	17.622000	-0.297423	-0.298008
	17.732000	-0.296473	-0.297689
	17.837000	-0.295779	-0.297055
	17.946000	-0.296397	-0.297255
	18.054000	-0.296039	-0.296657
	18.165000	-0.295566	-0.297153
	18.275000	-0.296364	-0.297068
	18.385000	-0.297298	-0.298225
	18.496000	-0.297308	-0.298301
	18.607000	-0.297988	-0.298899
	18.719000	-0.297453	-0.298389
	18.831000	-0.295842	-0.296700
	18.939000	-0.297002	-0.298130
	19.050000	-0.296522	-0.297886
	19.161000	-0.297564	-0.298350
	19.271000	-0.296236	-0.297512
	19.378000	-0.296230	-0.297633
	19.491000	-0.296233	-0.297351
	19.600000	-0.295898	-0.297298
	19.712000	-0.297860	-0.298590
	19.822000	-0.296936	-0.298080
	19.930000	-0.297104	-0.298521
	20.035000	-0.296792	-0.298120
	20.146000	-0.295562	-0.296078
	20.257000	-0.296036	-0.296913
	20.363000	-0.296733	-0.297742
	20.473000	-0.295181	-0.296453
	20.582000	-0.296164	-0.297032
	20.693000	-0.297275	-0.297725
	20.804000	-0.295477	-0.296950
	20.914000	-0.296236	-0.296943
	21.023000	-0.294675	-0.295175
	21.135000	-0.294563	-0.295793
	21.245000	-0.296131	-0.297663
	21.352000	-0.294379	-0.295135
	21.456000	-0.296381	-0.297867
	21.567000	-0.295447	-0.296404
	21.676000	-0.296785	-0.297347
	21.787000	-0.297676	-0.297850
	21.899000	-0.297042	-0.298235
	22.006000	-0.295467	-0.296779
	22.112000	-0.297528	-0.298307
	22.222000	-0.297377	-0.298455
	22.330000	-0.295878	-0.297367
	22.440000	-0.296302	-0.297268
	22.551000	-0.295839	-0.297314
	22.659000	-0.296000	-0.296729
	22.770000	-0.298245	-0.298531
	22.881000	-0.296588	-0.298090
	22.993000	-0.295901	-0.295911
	23.105000	-0.296134	-0.297012
	23.216000	-0.296447	-0.297140
	23.325000	-0.297038	-0.298159
	23.436000	-0.296496	-0.297729
	23.542000	-0.296703	-0.297551
	23.652000	-0.295493	-0.297265
	23.762000	-0.295947	-0.297140
	23.872000	-0.295526	-0.296282
	23.983000	-0.296417	-0.297351
	24.091000	-0.297180	-0.297453
	24.195000	-0.296348	-0.297699
	24.306000	-0.296318	-0.297081
	24.418000	-0.294964	-0.296716
	24.528000	-0.298491	-0.298955
	24.635000	-0.296410	-0.297926
	24.746000	-0.296759	-0.298048
	24.857000	-0.296335	-0.296716
	24.969000	-0.296489	-0.297702
	25.080000	-0.296325	-0.297285
	25.190000	-0.295944	-0.297416
	25.298000	-0.296752	-0.297535
	25.410000	-0.296476	-0.297775
	25.522000	-0.295661	-0.297449
	25.633000	-0.296703	-0.297403
	25.745000	-0.296864	-0.297410
	25.856000	-0.295411	-0.296240
	25.967000	-0.295779	-0.296835
	26.077000	-0.296424	-0.297180
	26.186000	-0.295579	-0.297173
	26.290000	-0.294987	-0.296838
	26.403000	-0.296335	-0.296923
	26.514000	-0.295027	-0.295957
	26.625000	-0.295434	-0.296384
	26.736000	-0.295115	-0.296384
	26.847000	-0.296358	-0.296483
	26.959000	-0.296108	-0.297078
	27.072000	-0.294691	-0.295908
	27.180000	-0.295697	-0.296493
	27.292000	-0.295089	-0.295937
	27.403000	-0.294787	-0.295871
	27.514000	-0.295766	-0.296887
	27.624000	-0.295852	-0.296361
	27.735000	-0.296141	-0.297370
	27.846000	-0.296818	-0.298097
	27.958000	-0.295793	-0.296305
	28.070000	-0.296355	-0.297268
	28.181000	-0.296657	-0.297571
	28.291000	-0.296943	-0.297722
	28.400000	-0.295681	-0.297170
	28.512000	-0.295135	-0.296522
	28.623000	-0.296503	-0.297426
	28.734000	-0.297088	-0.297926
	28.845000	-0.294129	-0.295280
	28.957000	-0.295444	-0.296194
	29.069000	-0.295036	-0.296292
	29.176000	-0.295138	-0.296637
	29.286000	-0.294872	-0.295349
	29.397000	-0.295950	-0.297091
	29.509000	-0.296414	-0.297466
	29.620000	-0.296154	-0.296946
	29.729000	-0.297134	-0.298498
	29.841000	-0.296282	-0.296460
	29.951000	-0.296496	-0.297459
	30.062000	-0.296253	-0.297630
	30.171000	-0.295221	-0.296194
	30.281000	-0.294944	-0.295648
	30.387000	-0.295881	-0.297101
	30.497000	-0.295954	-0.297104
	30.606000	-0.296848	-0.297466
	30.717000	-0.295234	-0.295674
	30.826000	-0.295359	-0.295503
	30.938000	-0.295812	-0.296838
