0.045434	2.96302e-05	
0.023514	1.1527100000000002e-05	
0.046114	2.9834200000000003e-05	
0.025203	1.1780450000000002e-05	
0.046777	3.0033100000000002e-05	
0.029276	1.2391400000000001e-05	
0.047429	3.0228700000000004e-05	
0.032561	1.2884150000000001e-05	
0.048072	3.04216e-05	
0.036058	1.3408700000000001e-05	
0.048707	3.0612100000000005e-05	
0.039794	1.3969100000000001e-05	
0.049335	3.08005e-05	
0.04377	1.4565500000000001e-05	
0.049957	3.09871e-05	
0.047964	1.5194600000000002e-05	
0.050572	3.1171600000000005e-05	
0.052522	1.58783e-05	
0.051181	3.1354300000000006e-05	
0.057306	1.65959e-05	
0.051785	3.15355e-05	
0.062364	1.73546e-05	
0.052381	3.1714299999999996e-05	
0.067704	1.81556e-05	
0.052973	3.1891900000000005e-05	
0.073344	1.90016e-05	
0.05356	3.2068000000000005e-05	
0.079274	1.98911e-05	
0.054141	3.22423e-05	
0.085511	2.082665e-05	
0.054717	3.24151e-05	
0.091963	2.179445e-05	
0.055288	3.2586400000000004e-05	
0.098952	2.28428e-05	
0.055853	3.27559e-05	
0.106142	2.39213e-05	
0.056414	3.29242e-05	
0.113665	2.5049750000000002e-05	
0.056971	3.3091300000000006e-05	
0.121531	2.622965e-05	
